core: id,core: location,core: agg,core: type,core: year,Age: Age_Bracket,Age: Numerical_Bracket,Population: Males,Population: Females,Population: Total
8,Makira-Ulawa,Province,Total,2011,20-24,20,"1,864","1,749","3,613"
8,Makira-Ulawa,Province,Total,2011,25-29,25,"1,805","1,782","3,587"
8,Makira-Ulawa,Province,Total,2011,30-34,30,"1,646","1,616","3,263"
8,Makira-Ulawa,Province,Total,2011,35-39,35,"1,400","1,430","2,831"
8,Makira-Ulawa,Province,Total,2011,40-44,40,"1,017","1,034","2,050"
8,Makira-Ulawa,Province,Total,2011,45-49,45,793,774,"1,566"
8,Makira-Ulawa,Province,Total,2011,50-54,50,607,605,"1,212"
8,Makira-Ulawa,Province,Total,2011,55-59,55,475,489,964
8,Makira-Ulawa,Province,Total,2011,60-64,60,385,391,776
8,Makira-Ulawa,Province,Total,2011,65-69,65,343,287,630
8,Makira-Ulawa,Province,Total,2011,70-74,70,239,195,433
8,Makira-Ulawa,Province,Total,2011,75-79,75,150,132,282
8,Makira-Ulawa,Province,Total,2011,80+,80,158,117,275
8,Makira-Ulawa,Province,Total,2012,0-4,0,"3,794","3,626","7,420"
8,Makira-Ulawa,Province,Total,2012,5-9,5,"3,574","3,282","6,855"
8,Makira-Ulawa,Province,Total,2012,10-14,10,"2,940","2,620","5,560"
8,Makira-Ulawa,Province,Total,2012,15-19,15,"2,210","2,010","4,220"
8,Makira-Ulawa,Province,Total,2012,20-24,20,"1,860","1,702","3,563"
8,Makira-Ulawa,Province,Total,2012,25-29,25,"1,815","1,796","3,612"
8,Makira-Ulawa,Province,Total,2012,30-34,30,"1,675","1,646","3,321"
8,Makira-Ulawa,Province,Total,2012,35-39,35,"1,448","1,462","2,909"
8,Makira-Ulawa,Province,Total,2012,40-44,40,"1,096","1,131","2,227"
8,Makira-Ulawa,Province,Total,2012,45-49,45,804,786,"1,590"
8,Makira-Ulawa,Province,Total,2012,50-54,50,653,648,"1,301"
8,Makira-Ulawa,Province,Total,2012,55-59,55,477,492,969
8,Makira-Ulawa,Province,Total,2012,60-64,60,402,414,816
8,Makira-Ulawa,Province,Total,2012,65-69,65,332,295,627
8,Makira-Ulawa,Province,Total,2012,70-74,70,261,208,469
8,Makira-Ulawa,Province,Total,2012,75-79,75,143,130,274
8,Makira-Ulawa,Province,Total,2012,80+,80,164,124,288
8,Makira-Ulawa,Province,Total,2013,0-4,0,"3,783","3,585","7,368"
8,Makira-Ulawa,Province,Total,2013,5-9,5,"3,640","3,416","7,056"
8,Makira-Ulawa,Province,Total,2013,10-14,10,"3,088","2,731","5,819"
8,Makira-Ulawa,Province,Total,2013,15-19,15,"2,332","2,142","4,474"
8,Makira-Ulawa,Province,Total,2013,20-24,20,"1,872","1,679","3,551"
8,Makira-Ulawa,Province,Total,2013,25-29,25,"1,821","1,798","3,619"
8,Makira-Ulawa,Province,Total,2013,30-34,30,"1,699","1,674","3,373"
8,Makira-Ulawa,Province,Total,2013,35-39,35,"1,490","1,489","2,979"
8,Makira-Ulawa,Province,Total,2013,40-44,40,"1,175","1,223","2,398"
8,Makira-Ulawa,Province,Total,2013,45-49,45,824,810,"1,634"
8,Makira-Ulawa,Province,Total,2013,50-54,50,695,688,"1,383"
8,Makira-Ulawa,Province,Total,2013,55-59,55,486,499,985
8,Makira-Ulawa,Province,Total,2013,60-64,60,417,435,852
8,Makira-Ulawa,Province,Total,2013,65-69,65,323,305,628
8,Makira-Ulawa,Province,Total,2013,70-74,70,279,221,500
8,Makira-Ulawa,Province,Total,2013,75-79,75,143,132,275
8,Makira-Ulawa,Province,Total,2013,80+,80,166,130,296
8,Makira-Ulawa,Province,Total,2014,0-4,0,"3,770","3,527","7,297"
8,Makira-Ulawa,Province,Total,2014,5-9,5,"3,680","3,532","7,212"
8,Makira-Ulawa,Province,Total,2014,10-14,10,"3,227","2,853","6,079"
8,Makira-Ulawa,Province,Total,2014,15-19,15,"2,465","2,268","4,733"
8,Makira-Ulawa,Province,Total,2014,20-24,20,"1,908","1,693","3,601"
8,Makira-Ulawa,Province,Total,2014,25-29,25,"1,820","1,784","3,604"
8,Makira-Ulawa,Province,Total,2014,30-34,30,"1,718","1,697","3,416"
8,Makira-Ulawa,Province,Total,2014,35-39,35,"1,530","1,518","3,048"
8,Makira-Ulawa,Province,Total,2014,40-44,40,"1,246","1,300","2,546"
8,Makira-Ulawa,Province,Total,2014,45-49,45,860,855,"1,715"
8,Makira-Ulawa,Province,Total,2014,50-54,50,727,720,"1,447"
8,Makira-Ulawa,Province,Total,2014,55-59,55,504,516,"1,020"
8,Makira-Ulawa,Province,Total,2014,60-64,60,428,450,878
8,Makira-Ulawa,Province,Total,2014,65-69,65,322,319,641
8,Makira-Ulawa,Province,Total,2014,70-74,70,289,232,521
8,Makira-Ulawa,Province,Total,2014,75-79,75,150,137,287
8,Makira-Ulawa,Province,Total,2014,80+,80,167,133,300
8,Makira-Ulawa,Province,Total,2015,0-4,0,"3,739","3,497","7,236"
8,Makira-Ulawa,Province,Total,2015,5-9,5,"3,716","3,587","7,303"
8,Makira-Ulawa,Province,Total,2015,10-14,10,"3,351","2,986","6,336"
8,Makira-Ulawa,Province,Total,2015,15-19,15,"2,607","2,383","4,991"
8,Makira-Ulawa,Province,Total,2015,20-24,20,"1,970","1,752","3,721"
8,Makira-Ulawa,Province,Total,2015,25-29,25,"1,814","1,750","3,564"
8,Makira-Ulawa,Province,Total,2015,30-34,30,"1,735","1,719","3,453"
8,Makira-Ulawa,Province,Total,2015,35-39,35,"1,566","1,550","3,116"
8,Makira-Ulawa,Province,Total,2015,40-44,40,"1,307","1,358","2,665"
8,Makira-Ulawa,Province,Total,2015,45-49,45,915,923,"1,837"
8,Makira-Ulawa,Province,Total,2015,50-54,50,748,740,"1,488"
8,Makira-Ulawa,Province,Total,2015,55-59,55,534,544,"1,078"
8,Makira-Ulawa,Province,Total,2015,60-64,60,434,458,893
8,Makira-Ulawa,Province,Total,2015,65-69,65,328,337,665
8,Makira-Ulawa,Province,Total,2015,70-74,70,290,241,531
8,Makira-Ulawa,Province,Total,2015,75-79,75,163,145,308
8,Makira-Ulawa,Province,Total,2015,80+,80,165,137,302
8,Makira-Ulawa,Province,Total,2016,0-4,0,"3,712","3,471","7,183"
8,Makira-Ulawa,Province,Total,2016,5-9,5,"3,733","3,607","7,340"
8,Makira-Ulawa,Province,Total,2016,10-14,10,"3,458","3,126","6,584"
8,Makira-Ulawa,Province,Total,2016,15-19,15,"2,757","2,492","5,249"
8,Makira-Ulawa,Province,Total,2016,20-24,20,"2,055","1,849","3,903"
8,Makira-Ulawa,Province,Total,2016,25-29,25,"1,805","1,703","3,508"
8,Makira-Ulawa,Province,Total,2016,30-34,30,"1,749","1,739","3,488"
8,Makira-Ulawa,Province,Total,2016,35-39,35,"1,599","1,581","3,180"
8,Makira-Ulawa,Province,Total,2016,40-44,40,"1,361","1,401","2,762"
8,Makira-Ulawa,Province,Total,2016,45-49,45,984,"1,010","1,994"
8,Makira-Ulawa,Province,Total,2016,50-54,50,760,752,"1,512"
8,Makira-Ulawa,Province,Total,2016,55-59,55,574,582,"1,156"
8,Makira-Ulawa,Province,Total,2016,60-64,60,437,462,898
8,Makira-Ulawa,Province,Total,2016,65-69,65,340,358,698
8,Makira-Ulawa,Province,Total,2016,70-74,70,283,249,532
8,Makira-Ulawa,Province,Total,2016,75-79,75,180,155,335
8,Makira-Ulawa,Province,Total,2016,80+,80,164,140,304
8,Makira-Ulawa,Province,Total,2017,0-4,0,"3,691","3,449","7,140"
8,Makira-Ulawa,Province,Total,2017,5-9,5,"3,734","3,595","7,329"
8,Makira-Ulawa,Province,Total,2017,10-14,10,"3,547","3,267","6,814"
8,Makira-Ulawa,Province,Total,2017,15-19,15,"2,909","2,598","5,507"
8,Makira-Ulawa,Province,Total,2017,20-24,20,"2,160","1,972","4,132"
8,Makira-Ulawa,Province,Total,2017,25-29,25,"1,801","1,657","3,458"
8,Makira-Ulawa,Province,Total,2017,30-34,30,"1,760","1,753","3,513"
8,Makira-Ulawa,Province,Total,2017,35-39,35,"1,627","1,611","3,238"
8,Makira-Ulawa,Province,Total,2017,40-44,40,"1,407","1,432","2,840"
8,Makira-Ulawa,Province,Total,2017,45-49,45,"1,062","1,106","2,168"
8,Makira-Ulawa,Province,Total,2017,50-54,50,771,764,"1,535"
8,Makira-Ulawa,Province,Total,2017,55-59,55,617,624,"1,241"
8,Makira-Ulawa,Province,Total,2017,60-64,60,439,464,904
8,Makira-Ulawa,Province,Total,2017,65-69,65,356,380,735
8,Makira-Ulawa,Province,Total,2017,70-74,70,274,256,530
8,Makira-Ulawa,Province,Total,2017,75-79,75,197,166,363
8,Makira-Ulawa,Province,Total,2017,80+,80,164,143,307
8,Makira-Ulawa,Province,Total,2018,0-4,0,"3,675","3,434","7,110"
8,Makira-Ulawa,Province,Total,2018,5-9,5,"3,725","3,556","7,281"
8,Makira-Ulawa,Province,Total,2018,10-14,10,"3,613","3,402","7,015"
8,Makira-Ulawa,Province,Total,2018,15-19,15,"3,056","2,709","5,766"
8,Makira-Ulawa,Province,Total,2018,20-24,20,"2,281","2,103","4,384"
8,Makira-Ulawa,Province,Total,2018,25-29,25,"1,813","1,634","3,448"
8,Makira-Ulawa,Province,Total,2018,30-34,30,"1,765","1,755","3,521"
8,Makira-Ulawa,Province,Total,2018,35-39,35,"1,651","1,639","3,290"
8,Makira-Ulawa,Province,Total,2018,40-44,40,"1,450","1,460","2,909"
8,Makira-Ulawa,Province,Total,2018,45-49,45,"1,139","1,197","2,336"
8,Makira-Ulawa,Province,Total,2018,50-54,50,791,788,"1,579"
8,Makira-Ulawa,Province,Total,2018,55-59,55,657,663,"1,320"
8,Makira-Ulawa,Province,Total,2018,60-64,60,448,472,920
8,Makira-Ulawa,Province,Total,2018,65-69,65,370,398,768
8,Makira-Ulawa,Province,Total,2018,70-74,70,268,265,533
8,Makira-Ulawa,Province,Total,2018,75-79,75,211,176,388
8,Makira-Ulawa,Province,Total,2018,80+,80,166,148,314
8,Makira-Ulawa,Province,Total,2019,0-4,0,"3,667","3,425","7,092"
8,Makira-Ulawa,Province,Total,2019,5-9,5,"3,715","3,498","7,213"
8,Makira-Ulawa,Province,Total,2019,10-14,10,"3,653","3,518","7,171"
8,Makira-Ulawa,Province,Total,2019,15-19,15,"3,194","2,831","6,025"
8,Makira-Ulawa,Province,Total,2019,20-24,20,"2,413","2,229","4,642"
8,Makira-Ulawa,Province,Total,2019,25-29,25,"1,849","1,649","3,498"
8,Makira-Ulawa,Province,Total,2019,30-34,30,"1,766","1,741","3,507"
8,Makira-Ulawa,Province,Total,2019,35-39,35,"1,671","1,662","3,333"
8,Makira-Ulawa,Province,Total,2019,40-44,40,"1,489","1,489","2,978"
8,Makira-Ulawa,Province,Total,2019,45-49,45,"1,209","1,273","2,482"
8,Makira-Ulawa,Province,Total,2019,50-54,50,826,832,"1,659"
8,Makira-Ulawa,Province,Total,2019,55-59,55,688,694,"1,382"
8,Makira-Ulawa,Province,Total,2019,60-64,60,465,488,953
8,Makira-Ulawa,Province,Total,2019,65-69,65,380,412,792
8,Makira-Ulawa,Province,Total,2019,70-74,70,267,278,545
8,Makira-Ulawa,Province,Total,2019,75-79,75,218,186,404
8,Makira-Ulawa,Province,Total,2019,80+,80,171,154,325
8,Makira-Ulawa,Province,Total,2020,0-4,0,"3,666","3,423","7,089"
8,Makira-Ulawa,Province,Total,2020,5-9,5,"3,685","3,470","7,155"
8,Makira-Ulawa,Province,Total,2020,10-14,10,"3,690","3,573","7,264"
8,Makira-Ulawa,Province,Total,2020,15-19,15,"3,318","2,964","6,282"
8,Makira-Ulawa,Province,Total,2020,20-24,20,"2,555","2,344","4,899"
8,Makira-Ulawa,Province,Total,2020,25-29,25,"1,911","1,707","3,618"
8,Makira-Ulawa,Province,Total,2020,30-34,30,"1,760","1,709","3,468"
8,Makira-Ulawa,Province,Total,2020,35-39,35,"1,688","1,684","3,371"
8,Makira-Ulawa,Province,Total,2020,40-44,40,"1,525","1,520","3,045"
8,Makira-Ulawa,Province,Total,2020,45-49,45,"1,269","1,331","2,600"
8,Makira-Ulawa,Province,Total,2020,50-54,50,880,899,"1,779"
8,Makira-Ulawa,Province,Total,2020,55-59,55,709,713,"1,422"
8,Makira-Ulawa,Province,Total,2020,60-64,60,494,515,"1,009"
8,Makira-Ulawa,Province,Total,2020,65-69,65,385,420,806
8,Makira-Ulawa,Province,Total,2020,70-74,70,273,294,567
8,Makira-Ulawa,Province,Total,2020,75-79,75,219,193,412
8,Makira-Ulawa,Province,Total,2020,80+,80,179,161,340
8,Makira-Ulawa,Province,Total,2021,0-4,0,"3,674","3,430","7,103"
8,Makira-Ulawa,Province,Total,2021,5-9,5,"3,660","3,444","7,105"
8,Makira-Ulawa,Province,Total,2021,10-14,10,"3,708","3,594","7,302"
8,Makira-Ulawa,Province,Total,2021,15-19,15,"3,425","3,104","6,529"
8,Makira-Ulawa,Province,Total,2021,20-24,20,"2,703","2,452","5,156"
8,Makira-Ulawa,Province,Total,2021,25-29,25,"1,995","1,804","3,799"
8,Makira-Ulawa,Province,Total,2021,30-34,30,"1,751","1,662","3,413"
8,Makira-Ulawa,Province,Total,2021,35-39,35,"1,702","1,704","3,406"
8,Makira-Ulawa,Province,Total,2021,40-44,40,"1,557","1,552","3,109"
8,Makira-Ulawa,Province,Total,2021,45-49,45,"1,322","1,373","2,695"
8,Makira-Ulawa,Province,Total,2021,50-54,50,948,985,"1,932"
8,Makira-Ulawa,Province,Total,2021,55-59,55,721,725,"1,446"
8,Makira-Ulawa,Province,Total,2021,60-64,60,531,551,"1,082"
8,Makira-Ulawa,Province,Total,2021,65-69,65,388,423,811
8,Makira-Ulawa,Province,Total,2021,70-74,70,284,312,596
8,Makira-Ulawa,Province,Total,2021,75-79,75,214,199,414
8,Makira-Ulawa,Province,Total,2021,80+,80,189,170,359
8,Makira-Ulawa,Province,Total,2022,0-4,0,"3,689","3,443","7,133"
8,Makira-Ulawa,Province,Total,2022,5-9,5,"3,640","3,424","7,065"
8,Makira-Ulawa,Province,Total,2022,10-14,10,"3,710","3,582","7,291"
8,Makira-Ulawa,Province,Total,2022,15-19,15,"3,514","3,245","6,759"
8,Makira-Ulawa,Province,Total,2022,20-24,20,"2,854","2,558","5,413"
8,Makira-Ulawa,Province,Total,2022,25-29,25,"2,099","1,927","4,026"
8,Makira-Ulawa,Province,Total,2022,30-34,30,"1,748","1,617","3,365"
8,Makira-Ulawa,Province,Total,2022,35-39,35,"1,713","1,719","3,432"
8,Makira-Ulawa,Province,Total,2022,40-44,40,"1,586","1,582","3,168"
8,Makira-Ulawa,Province,Total,2022,45-49,45,"1,368","1,404","2,772"
8,Makira-Ulawa,Province,Total,2022,50-54,50,"1,023","1,079","2,102"
8,Makira-Ulawa,Province,Total,2022,55-59,55,731,737,"1,469"
8,Makira-Ulawa,Province,Total,2022,60-64,60,572,592,"1,163"
8,Makira-Ulawa,Province,Total,2022,65-69,65,391,426,817
8,Makira-Ulawa,Province,Total,2022,70-74,70,297,332,629
8,Makira-Ulawa,Province,Total,2022,75-79,75,208,206,413
8,Makira-Ulawa,Province,Total,2022,80+,80,200,179,379
8,Makira-Ulawa,Province,Total,2023,0-4,0,"3,714","3,465","7,179"
8,Makira-Ulawa,Province,Total,2023,5-9,5,"3,627","3,410","7,037"
8,Makira-Ulawa,Province,Total,2023,10-14,10,"3,701","3,543","7,244"
8,Makira-Ulawa,Province,Total,2023,15-19,15,"3,580","3,380","6,960"
8,Makira-Ulawa,Province,Total,2023,20-24,20,"3,001","2,670","5,670"
8,Makira-Ulawa,Province,Total,2023,25-29,25,"2,219","2,057","4,277"
8,Makira-Ulawa,Province,Total,2023,30-34,30,"1,760","1,594","3,355"
8,Makira-Ulawa,Province,Total,2023,35-39,35,"1,719","1,721","3,440"
8,Makira-Ulawa,Province,Total,2023,40-44,40,"1,610","1,610","3,220"
8,Makira-Ulawa,Province,Total,2023,45-49,45,"1,410","1,432","2,842"
8,Makira-Ulawa,Province,Total,2023,50-54,50,"1,099","1,169","2,267"
8,Makira-Ulawa,Province,Total,2023,55-59,55,750,761,"1,512"
8,Makira-Ulawa,Province,Total,2023,60-64,60,609,629,"1,238"
8,Makira-Ulawa,Province,Total,2023,65-69,65,399,434,832
8,Makira-Ulawa,Province,Total,2023,70-74,70,309,349,658
8,Makira-Ulawa,Province,Total,2023,75-79,75,203,214,417
8,Makira-Ulawa,Province,Total,2023,80+,80,209,189,398
8,Makira-Ulawa,Province,Total,2024,0-4,0,"3,747","3,495","7,242"
8,Makira-Ulawa,Province,Total,2024,5-9,5,"3,619","3,402","7,021"
8,Makira-Ulawa,Province,Total,2024,10-14,10,"3,691","3,486","7,177"
8,Makira-Ulawa,Province,Total,2024,15-19,15,"3,620","3,496","7,117"
8,Makira-Ulawa,Province,Total,2024,20-24,20,"3,137","2,791","5,929"
8,Makira-Ulawa,Province,Total,2024,25-29,25,"2,350","2,183","4,533"
8,Makira-Ulawa,Province,Total,2024,30-34,30,"1,796","1,609","3,405"
8,Makira-Ulawa,Province,Total,2024,35-39,35,"1,720","1,708","3,428"
8,Makira-Ulawa,Province,Total,2024,40-44,40,"1,630","1,633","3,263"
8,Makira-Ulawa,Province,Total,2024,45-49,45,"1,449","1,461","2,910"
8,Makira-Ulawa,Province,Total,2024,50-54,50,"1,167","1,244","2,410"
8,Makira-Ulawa,Province,Total,2024,55-59,55,785,804,"1,589"
8,Makira-Ulawa,Province,Total,2024,60-64,60,638,658,"1,297"
8,Makira-Ulawa,Province,Total,2024,65-69,65,415,449,864
8,Makira-Ulawa,Province,Total,2024,70-74,70,318,361,679
8,Makira-Ulawa,Province,Total,2024,75-79,75,203,224,427
8,Makira-Ulawa,Province,Total,2024,80+,80,216,198,414
8,Makira-Ulawa,Province,Total,2025,0-4,0,"3,789","3,533","7,321"
8,Makira-Ulawa,Province,Total,2025,5-9,5,"3,620","3,401","7,021"
8,Makira-Ulawa,Province,Total,2025,10-14,10,"3,662","3,458","7,120"
8,Makira-Ulawa,Province,Total,2025,15-19,15,"3,658","3,551","7,209"
8,Makira-Ulawa,Province,Total,2025,20-24,20,"3,261","2,924","6,185"
8,Makira-Ulawa,Province,Total,2025,25-29,25,"2,490","2,298","4,788"
8,Makira-Ulawa,Province,Total,2025,30-34,30,"1,857","1,667","3,525"
8,Makira-Ulawa,Province,Total,2025,35-39,35,"1,715","1,676","3,390"
8,Makira-Ulawa,Province,Total,2025,40-44,40,"1,647","1,655","3,302"
8,Makira-Ulawa,Province,Total,2025,45-49,45,"1,485","1,492","2,977"
8,Makira-Ulawa,Province,Total,2025,50-54,50,"1,226","1,301","2,526"
8,Makira-Ulawa,Province,Total,2025,55-59,55,836,870,"1,706"
8,Makira-Ulawa,Province,Total,2025,60-64,60,657,678,"1,335"
8,Makira-Ulawa,Province,Total,2025,65-69,65,441,475,916
8,Makira-Ulawa,Province,Total,2025,70-74,70,323,368,691
8,Makira-Ulawa,Province,Total,2025,75-79,75,208,238,446
8,Makira-Ulawa,Province,Total,2025,80+,80,220,207,427
9,Temotu,Province,Total,2010,0-4,0,"1,612","1,436","3,048"
9,Temotu,Province,Total,2010,5-9,5,"1,722","1,571","3,293"
9,Temotu,Province,Total,2010,10-14,10,"1,371","1,331","2,702"
9,Temotu,Province,Total,2010,15-19,15,"1,095","1,089","2,184"
9,Temotu,Province,Total,2010,20-24,20,846,881,"1,727"
9,Temotu,Province,Total,2010,25-29,25,684,870,"1,555"
9,Temotu,Province,Total,2010,30-34,30,611,779,"1,390"
9,Temotu,Province,Total,2010,35-39,35,616,801,"1,416"
9,Temotu,Province,Total,2010,40-44,40,529,624,"1,153"
9,Temotu,Province,Total,2010,45-49,45,450,516,967
9,Temotu,Province,Total,2010,50-54,50,371,412,783
9,Temotu,Province,Total,2010,55-59,55,322,366,687
9,Temotu,Province,Total,2010,60-64,60,238,260,499
9,Temotu,Province,Total,2010,65-69,65,198,188,386
9,Temotu,Province,Total,2010,70-74,70,152,168,320
9,Temotu,Province,Total,2010,75-79,75,124,144,267
9,Temotu,Province,Total,2010,80+,80,169,134,302
9,Temotu,Province,Total,2011,0-4,0,"1,573","1,411","2,985"
9,Temotu,Province,Total,2011,5-9,5,"1,728","1,566","3,294"
9,Temotu,Province,Total,2011,10-14,10,"1,456","1,393","2,849"
9,Temotu,Province,Total,2011,15-19,15,"1,126","1,119","2,245"
9,Temotu,Province,Total,2011,20-24,20,878,898,"1,776"
9,Temotu,Province,Total,2011,25-29,25,690,847,"1,537"
9,Temotu,Province,Total,2011,30-34,30,605,788,"1,393"
9,Temotu,Province,Total,2011,35-39,35,604,784,"1,389"
9,Temotu,Province,Total,2011,40-44,40,546,665,"1,211"
9,Temotu,Province,Total,2011,45-49,45,457,522,980
9,Temotu,Province,Total,2011,50-54,50,381,430,811
9,Temotu,Province,Total,2011,55-59,55,325,368,694
9,Temotu,Province,Total,2011,60-64,60,251,281,532
9,Temotu,Province,Total,2011,65-69,65,196,192,388
9,Temotu,Province,Total,2011,70-74,70,155,165,319
9,Temotu,Province,Total,2011,75-79,75,120,143,262
9,Temotu,Province,Total,2011,80+,80,167,139,306
9,Temotu,Province,Total,2012,0-4,0,"1,540","1,394","2,933"
9,Temotu,Province,Total,2012,5-9,5,"1,710","1,540","3,251"
9,Temotu,Province,Total,2012,10-14,10,"1,541","1,454","2,995"
9,Temotu,Province,Total,2012,15-19,15,"1,161","1,151","2,312"
9,Temotu,Province,Total,2012,20-24,20,914,924,"1,839"
9,Temotu,Province,Total,2012,25-29,25,700,820,"1,520"
9,Temotu,Province,Total,2012,30-34,30,603,802,"1,405"
9,Temotu,Province,Total,2012,35-39,35,589,760,"1,348"
9,Temotu,Province,Total,2012,40-44,40,561,708,"1,269"
9,Temotu,Province,Total,2012,45-49,45,464,529,993
9,Temotu,Province,Total,2012,50-54,50,393,449,842
9,Temotu,Province,Total,2012,55-59,55,328,369,697
9,Temotu,Province,Total,2012,60-64,60,265,302,567
9,Temotu,Province,Total,2012,65-69,65,195,198,393
9,Temotu,Province,Total,2012,70-74,70,158,162,320
9,Temotu,Province,Total,2012,75-79,75,116,141,258
9,Temotu,Province,Total,2012,80+,80,165,145,310
9,Temotu,Province,Total,2013,0-4,0,"1,514","1,386","2,900"
9,Temotu,Province,Total,2013,5-9,5,"1,673","1,497","3,170"
9,Temotu,Province,Total,2013,10-14,10,"1,617","1,505","3,121"
9,Temotu,Province,Total,2013,15-19,15,"1,205","1,190","2,395"
9,Temotu,Province,Total,2013,20-24,20,952,955,"1,907"
9,Temotu,Province,Total,2013,25-29,25,714,799,"1,513"
9,Temotu,Province,Total,2013,30-34,30,603,811,"1,413"
9,Temotu,Province,Total,2013,35-39,35,573,737,"1,310"
9,Temotu,Province,Total,2013,40-44,40,572,742,"1,314"
9,Temotu,Province,Total,2013,45-49,45,472,541,"1,013"
9,Temotu,Province,Total,2013,50-54,50,404,468,872
9,Temotu,Province,Total,2013,55-59,55,331,371,702
9,Temotu,Province,Total,2013,60-64,60,277,321,598
9,Temotu,Province,Total,2013,65-69,65,196,207,403
9,Temotu,Province,Total,2013,70-74,70,161,160,321
9,Temotu,Province,Total,2013,75-79,75,114,139,253
9,Temotu,Province,Total,2013,80+,80,162,150,312
9,Temotu,Province,Total,2014,0-4,0,"1,500","1,391","2,891"
9,Temotu,Province,Total,2014,5-9,5,"1,619","1,437","3,056"
9,Temotu,Province,Total,2014,10-14,10,"1,672","1,540","3,212"
9,Temotu,Province,Total,2014,15-19,15,"1,264","1,239","2,503"
9,Temotu,Province,Total,2014,20-24,20,989,986,"1,975"
9,Temotu,Province,Total,2014,25-29,25,732,789,"1,522"
9,Temotu,Province,Total,2014,30-34,30,604,809,"1,413"
9,Temotu,Province,Total,2014,35-39,35,561,724,"1,284"
9,Temotu,Province,Total,2014,40-44,40,576,761,"1,337"
9,Temotu,Province,Total,2014,45-49,45,483,562,"1,045"
9,Temotu,Province,Total,2014,50-54,50,414,483,897
9,Temotu,Province,Total,2014,55-59,55,336,378,714
9,Temotu,Province,Total,2014,60-64,60,287,334,621
9,Temotu,Province,Total,2014,65-69,65,201,220,421
9,Temotu,Province,Total,2014,70-74,70,163,160,323
9,Temotu,Province,Total,2014,75-79,75,114,137,250
9,Temotu,Province,Total,2014,80+,80,160,154,313
9,Temotu,Province,Total,2015,0-4,0,"1,474","1,367","2,841"
9,Temotu,Province,Total,2015,5-9,5,"1,578","1,409","2,988"
9,Temotu,Province,Total,2015,10-14,10,"1,703","1,556","3,260"
9,Temotu,Province,Total,2015,15-19,15,"1,338","1,297","2,635"
9,Temotu,Province,Total,2015,20-24,20,"1,023","1,016","2,039"
9,Temotu,Province,Total,2015,25-29,25,757,794,"1,551"
9,Temotu,Province,Total,2015,30-34,30,608,795,"1,402"
9,Temotu,Province,Total,2015,35-39,35,552,723,"1,275"
9,Temotu,Province,Total,2015,40-44,40,572,761,"1,333"
9,Temotu,Province,Total,2015,45-49,45,497,594,"1,091"
9,Temotu,Province,Total,2015,50-54,50,422,493,916
9,Temotu,Province,Total,2015,55-59,55,344,391,735
9,Temotu,Province,Total,2015,60-64,60,294,341,635
9,Temotu,Province,Total,2015,65-69,65,209,236,445
9,Temotu,Province,Total,2015,70-74,70,163,162,325
9,Temotu,Province,Total,2015,75-79,75,115,134,249
9,Temotu,Province,Total,2015,80+,80,157,157,314
9,Temotu,Province,Total,2016,0-4,0,"1,451","1,345","2,796"
9,Temotu,Province,Total,2016,5-9,5,"1,540","1,385","2,925"
9,Temotu,Province,Total,2016,10-14,10,"1,709","1,551","3,261"
9,Temotu,Province,Total,2016,15-19,15,"1,422","1,359","2,781"
9,Temotu,Province,Total,2016,20-24,20,"1,054","1,046","2,100"
9,Temotu,Province,Total,2016,25-29,25,789,811,"1,600"
9,Temotu,Province,Total,2016,30-34,30,614,771,"1,385"
9,Temotu,Province,Total,2016,35-39,35,547,733,"1,280"
9,Temotu,Province,Total,2016,40-44,40,561,745,"1,306"
9,Temotu,Province,Total,2016,45-49,45,514,635,"1,148"
9,Temotu,Province,Total,2016,50-54,50,429,499,929
9,Temotu,Province,Total,2016,55-59,55,354,408,762
9,Temotu,Province,Total,2016,60-64,60,297,344,641
9,Temotu,Province,Total,2016,65-69,65,221,255,476
9,Temotu,Province,Total,2016,70-74,70,161,165,327
9,Temotu,Province,Total,2016,75-79,75,117,132,248
9,Temotu,Province,Total,2016,80+,80,154,160,313
9,Temotu,Province,Total,2017,0-4,0,"1,431","1,327","2,758"
9,Temotu,Province,Total,2017,5-9,5,"1,507","1,368","2,874"
9,Temotu,Province,Total,2017,10-14,10,"1,692","1,526","3,218"
9,Temotu,Province,Total,2017,15-19,15,"1,507","1,420","2,927"
9,Temotu,Province,Total,2017,20-24,20,"1,088","1,078","2,167"
9,Temotu,Province,Total,2017,25-29,25,825,837,"1,662"
9,Temotu,Province,Total,2017,30-34,30,623,745,"1,369"
9,Temotu,Province,Total,2017,35-39,35,544,747,"1,291"
9,Temotu,Province,Total,2017,40-44,40,546,720,"1,266"
9,Temotu,Province,Total,2017,45-49,45,529,677,"1,206"
9,Temotu,Province,Total,2017,50-54,50,436,506,942
9,Temotu,Province,Total,2017,55-59,55,365,427,793
9,Temotu,Province,Total,2017,60-64,60,300,345,644
9,Temotu,Province,Total,2017,65-69,65,234,275,508
9,Temotu,Province,Total,2017,70-74,70,161,171,332
9,Temotu,Province,Total,2017,75-79,75,120,129,249
9,Temotu,Province,Total,2017,80+,80,151,162,313
9,Temotu,Province,Total,2018,0-4,0,"1,415","1,312","2,727"
9,Temotu,Province,Total,2018,5-9,5,"1,482","1,360","2,842"
9,Temotu,Province,Total,2018,10-14,10,"1,655","1,483","3,138"
